id,genre,track_name,artist_name,valence,energy,danceability,acousticness,instrumentalness,liveness,loudness,speechiness,tempo
5GCgC77m6EaAqu7ZlukMu2,acoustic,Common Denominator - iTunes Bonus,Justin Bieber,0.45,0.66,0.655,0.227,0.0,0.0549,-6.544,0.0274,116.959
3xEP8kzYIjbkUrjfsgn8Hh,acoustic,Mwana,Staff Benda Bilili,0.921,0.866,0.498,0.0724,1.45e-06,0.245,-7.555,0.224,124.396
0yfeyqPCZrkyC3hxb6ycIH,afrobeat,Million Pound Girl (Badder Than Bad) - Edit,Fuse ODG,0.734,0.938,0.605,0.0808,0.0,0.0569,-1.197,0.076,199.887
57x4pgQBAeNqHcUJz0xfo9,afrobeat,Water No Get Enemy,Fela Kuti,0.902,0.93,0.641,0.129,0.0397,0.109,-7.544,0.0528,90.805
6jzbUvXYVbH6NrUS3WRMoL,afrobeat,Kukere,Iyanya,0.965,0.853,0.757,0.0179,0.00284,0.0452,-4.392,0.0601,130.058
3Yf8sVkFXThHDtkqtSNbpZ,afrobeat,Queen Bee,Toumani Diabaté,0.687,0.48,0.494,0.916,0.004,0.0886,-10.057,0.0339,164.021
7ha7zYOryB0rpnMTa4S75U,afrobeat,Osondi Owendi,Chief Stephen Osita Osadebe,0.511,0.715,0.569,0.325,0.00261,0.172,-9.765,0.0488,100.21
1n21ku53K1pMOU9ib6bEdL,afrobeat,We Found Love,Rihanna,0.609,0.74,0.755,0.0225,0.00139,0.124,-4.951,0.0407,127.98
7ATa1G9YTRrJtUXFHFs88z,afrobeat,International Love (feat. Chris Brown),Pitbull,0.648,0.855,0.67,0.0124,0.0,0.335,-3.035,0.0499,120.05
62zFEHfAYl5kdHYOivj4BC,afrobeat,Ghana Blues,Toto Bona Lokua,0.465,0.414,0.884,0.73,0.0,0.0763,-14.091,0.405,103.963
6mYFzHgF7nO0CpHyeLUmDJ,afrobeat,Moto Moindo,Staff Benda Bilili,0.735,0.788,0.593,0.21,6.05e-06,0.0922,-6.181,0.256,92.519
7xSHl8okDDcq1jhKWG6zHy,afrobeat,Sexy Bitch (feat. Akon),David Guetta,0.853,0.633,0.815,0.0744,0.000287,0.148,-4.99,0.0486,130.016
28O4PwkH8bzARStxeL4pxL,afrobeat,I Wish You Were Here,Alpha Blondy,0.58,0.566,0.796,0.02,0.0181,0.116,-7.857,0.0695,143.994
4AVIdds2A4E4UsZcVU0Uso,afrobeat,KM Même Pas Fatigués,Khaled,0.914,0.748,0.775,0.2,0.0,0.239,-5.727,0.161,126.91
4IFMYZUdavCtTraiqLSWue,afrobeat,Shakara (Oloje),Fela Kuti,0.618,0.689,0.658,0.249,0.0489,0.253,-7.436,0.0425,119.429
5tC5KBeZZ6CfdI60mHexpC,afrobeat,Gomni,Ali Farka Touré,0.673,0.422,0.591,0.618,0.952,0.218,-13.389,0.0409,81.002
7FIKMHuZDDlAx0j8wccvFj,afrobeat,Redemption Song,Various Artists,0.572,0.529,0.68,0.678,0.0,0.379,-7.893,0.0508,116.042
4kllrpe5aqUAjBobwsbOD3,afrobeat,Grazing In The Grass,Hugh Masekela,0.935,0.71,0.791,0.797,0.943,0.292,-6.604,0.0305,109.98
68eJ1PhtTYkMCl7oYxZW3H,afrobeat,Eko,Fela Kuti,0.894,0.867,0.351,0.00594,0.394,0.0668,-5.791,0.223,192.853
6YxRTkyPebNVzd2VAEQFF3,afrobeat,Don't Look Back,Youssou N'Dour,0.422,0.366,0.824,0.162,0.0346,0.106,-11.223,0.0377,179.887
5qHNCskW92UF7zOIARUtBw,afrobeat,Tenere Dafeo Nikchan,Tinariwen,0.348,0.27,0.479,0.985,0.00371,0.133,-12.955,0.0463,90.815
5rr7qvhwIAaBvl9v7GD0Dh,afrobeat,Mogo - feat. Bertrand Cantat,Amadou & Mariam,0.522,0.701,0.506,0.00404,4.29e-05,0.211,-6.231,0.0294,157.324
4jeGUWern0RJoveazBN6yR,afrobeat,"Circle of Life - From ""The Lion King"" Soundtrack",Various Artists,0.553,0.391,0.315,0.0641,0.0,0.292,-16.064,0.0407,83.16
2mFG5xZ9Uz9v4ks0QnwK5i,afrobeat,Muchana (Zouk Love),Kanda Bongo Man,0.879,0.766,0.673,0.213,0.0168,0.4,-10.676,0.034,100.027
2eepRxzqOynKv8WObUtfTa,afrobeat,Todii,Oliver Mtukudzi,0.773,0.67,0.541,0.866,0.0032,0.147,-7.645,0.0882,191.906
3bxYImHNl1TiQKK4iTy5vy,afrobeat,Hwehwe Mu Na Yi Wo Mpena,Various Artists,0.788,0.736,0.656,0.656,0.000503,0.112,-7.537,0.0641,108.838
3PIAWNKvcJc0EwwoyTVl6y,afrobeat,Juju,Ice Prince,0.878,0.708,0.7,0.213,0.0,0.0834,-5.846,0.254,198.017
60UNH3Bd5rEkqBR694q7MD,afrobeat,Yoruba,King Sunny Ade,0.963,0.544,0.629,0.52,0.0208,0.165,-15.811,0.0557,118.925
5OprIO7jAo89hAeX5lpI2w,afrobeat,Moussoulou,Various Artists,0.94,0.606,0.553,0.168,0.0,0.253,-5.809,0.0433,111.081
3NsaHRbQrjK6SZLFn00gpO,afrobeat,Tenere Taqqim Tossam,Tinariwen,0.865,0.802,0.744,0.82,0.00259,0.108,-8.19,0.13,98.824
6VZfMPn33u0NI0EzftvyBM,afrobeat,Don't Dull,Wizkid,0.925,0.799,0.816,0.531,0.0,0.0834,-2.173,0.238,110.008
6C6xlP5zYRhYSNI5ORl6Wd,afrobeat,Matsotsi,Chiwoniso,0.662,0.747,0.876,0.574,0.0214,0.095,-6.933,0.0476,129.092
5lI45e7n8XYQYgIh4FsMUW,afrobeat,Jombolo,Iyanya,0.663,0.871,0.725,0.035,0.0,0.151,-6.456,0.0648,128.086
64NibWSxMCKaxurg4OW5Dd,afrobeat,Avramandole,Staff Benda Bilili,0.836,0.755,0.505,0.0168,6.95e-05,0.218,-6.922,0.302,160.654
2n4EUhJBr0Ou2YfgnJlFvb,afrobeat,Dynamite,Taio Cruz,0.818,0.804,0.754,0.00332,0.0,0.0329,-3.177,0.0853,119.968
0bg6otrW5gxNnlCqrCrXyd,afrobeat,Sina Makosa,Les Wanyika,0.711,0.669,0.643,0.28,8.39e-05,0.0282,-9.209,0.121,108.36
03tyyOcWAjmBB6XjdxF0w3,afrobeat,Juru nani - feat. Kasse Mady Diabate,Bassekou Kouyate,0.925,0.59,0.691,0.595,0.251,0.093,-7.957,0.0346,137.491
37BTh5g05cxBIRYMbw8g2T,afrobeat,One More Dance,Miriam Makeba,0.516,0.15,0.505,0.861,1.23e-05,0.0861,-15.048,0.144,77.339
2By9RY6jJxwNGKKl7O5foq,afrobeat,Ten Over Ten,Naeto C,0.933,0.965,0.742,0.0108,0.0464,0.361,-5.437,0.0772,118.026
5RZjFZlVueABNbYgojv02J,afrobeat,Me and My Brother,P-Square,0.51,0.725,0.748,0.147,0.0,0.0879,-4.27,0.13,168.02
6vvm7ljmnCk6ymY0DxTb22,afrobeat,Sirata,Habib Koité,0.919,0.705,0.463,0.801,0.106,0.11,-9.295,0.0385,171.751
06DLzTZK8gtAlU5rdInzFB,afrobeat,Allah Uya,Ali Farka Touré,0.577,0.545,0.607,0.873,0.00914,0.132,-11.564,0.107,86.39
6JkupGxmymjTcd0q9S1PSa,afrobeat,Everything Scatter,Fela Kuti,0.902,0.774,0.718,0.132,0.0872,0.393,-8.736,0.099,116.164
3Xu5Ifi1CuaoEJeUTFAh5r,afrobeat,Big Apple Boogaloo,Brooklyn Funk Essentials,0.93,0.909,0.645,0.168,0.153,0.343,-9.378,0.0588,74.621
6FrYPX8PWQUv3HljFo2vqT,afrobeat,Indian Summer,Stereophonics,0.841,0.68,0.663,0.364,0.0,0.401,-4.939,0.0281,105.0
25T5tvZS2OkO52nFDkFpYe,alt-rock,Do Or Die,Thirty Seconds To Mars,0.432,0.825,0.515,0.00177,1.13e-06,0.153,-5.513,0.0562,135.078
1mMe0felnLtY2QjR7VcgrA,alt-rock,Swerve City,Deftones,0.372,0.964,0.457,0.0001,0.00811,0.67,-2.963,0.0656,111.972
3RVz8wD8Bln7Vanl6f4ixY,alt-rock,Silent Sigh,Badly Drawn Boy,0.523,0.649,0.6,0.0676,1.27e-05,0.111,-9.531,0.0253,104.028
7ArkBsZgjXJHHNaYAx1J0y,alt-rock,Runaway Train,Soul Asylum,0.53,0.714,0.616,0.00481,0.0,0.133,-7.02,0.0385,117.422
3Ib3SJV8ZXuLvDiDb2w1As,alt-rock,Central,John Frusciante,0.149,0.575,0.222,0.367,0.000159,0.216,-8.251,0.0379,111.685
6JqmArpMrkb125GqWsBAPg,alt-rock,Float On,Modest Mouse,0.553,0.888,0.649,0.013,2.23e-06,0.0888,-4.807,0.0293,100.975
2lwwrWVKdf3LR9lbbhnr6R,alt-rock,Hate The Taste,Black Rebel Motorcycle Club,0.62,0.671,0.536,0.0127,2.91e-05,0.268,-8.29,0.0317,124.017
70a1vsOPTDtGOnrmLIDWGr,alt-rock,1000hp,Godsmack,0.429,0.955,0.52,3.69e-05,6.58e-06,0.0284,-3.911,0.0492,92.067
0DVxWV6V1nWa7Ml68Frd3D,alt-rock,Crazy B*tch,Buckcherry,0.679,0.974,0.654,0.0209,0.0,0.0865,-3.304,0.0861,98.044
43ncKp8gVEEKQ0HM9XI8pw,alt-rock,B.Y.O.B.,System Of A Down,0.711,0.981,0.538,0.00662,0.0,0.219,-2.688,0.14,101.414
0EYOdF5FCkgOJJla8DI2Md,alt-rock,Song 2,Blur,0.855,0.709,0.658,0.00188,0.00447,0.0657,-6.736,0.0904,129.701
68dF2fJhETbjO3BVr3WUHo,alt-rock,Mantra,Sound City - Real to Reel,0.899,0.664,0.564,0.0237,0.0144,0.103,-6.604,0.0435,123.953
5ZRgBA12LikIUPgTRoMUrJ,alt-rock,Skinny Little Bitch,Hole,0.476,0.969,0.494,1.54e-05,0.00255,0.363,-3.695,0.144,126.013
2TxYbRGmKGbVnSFRWlp1Qx,alt-rock,I Am Trying to Break Your Heart,Wilco,0.429,0.536,0.467,0.317,0.0119,0.123,-10.906,0.0268,85.958
3HWxpLKnTlz6jE3Vi5dTF2,alt-rock,She's so Mean,Matchbox Twenty,0.676,0.875,0.672,0.0136,0.0,0.279,-3.728,0.0378,118.014
2toY6JyyfKy9TwNk3Ou2XG,alt-rock,Vibin',Big Dipper,0.55,0.594,0.805,0.00947,0.0,0.0779,-6.321,0.102,121.981
1gJ406ZSMlZWQGaUGIdVDS,alt-rock,Rebel Beat,The Goo Goo Dolls,0.63,0.879,0.493,0.00852,0.0,0.253,-4.029,0.0326,177.937
6P98yCrDAOq32mjR2iCfDI,alt-rock,Everlong,Foo Fighters,0.364,0.881,0.413,5.99e-05,0.000308,0.0805,-5.541,0.0367,158.066
5UWwZ5lm5PKu6eKsHAGxOk,alt-rock,Californication,Red Hot Chili Peppers,0.328,0.767,0.592,0.0021,0.00165,0.127,-2.788,0.027,96.483
34KTEhpPjq6IAgQg2yzJAL,alt-rock,American Music,Violent Femmes,0.795,0.704,0.537,0.086,3.21e-05,0.114,-7.436,0.0452,133.923
4R7Qay92W6pX5FGlSOHPl4,alt-rock,Always Forgetting with You (The Bridge Song),Various Artists,0.162,0.552,0.159,0.0862,0.529,0.0849,-8.233,0.0389,169.63
0uV08LNPr64s1eDRpiltac,alt-rock,Matamoros,The Afghan Whigs,0.246,0.765,0.675,0.00118,0.78,0.552,-6.177,0.0415,107.207
26j2kE8XkFc3oOHDXNKvSX,alt-rock,A Million Little Pieces,Placebo,0.606,0.858,0.531,0.0062,0.0434,0.204,-6.589,0.0326,174.007
19pQaJUSEtn31fpO6RozaH,alt-rock,Subconscious Life,Self,0.804,0.728,0.722,0.0106,7.28e-05,0.0698,-6.953,0.0284,159.967
6rARMNQLjwdlBMb9BGrrAZ,alt-rock,Everything Is Wrong,Interpol,0.432,0.848,0.473,4.42e-05,0.915,0.645,-4.745,0.0371,125.99
5ciVbeefBaNOmaDXsN0amO,alt-rock,Something to Remind You,Staind,0.218,0.295,0.414,0.846,0.0,0.079,-9.271,0.033,125.833
5ytrravfTnogHpfGzlqlHu,alt-rock,Cure for Pain,Morphine,0.533,0.571,0.585,0.112,0.147,0.263,-8.737,0.0252,109.161
3hO9gaVixKDoYDrlTBrEWf,alt-rock,Gonna Get Better,Better Than Ezra,0.666,0.797,0.61,0.0232,0.0,0.351,-3.901,0.0616,139.089
5SXQnuXUIKYFAH1CFBLOMX,alt-rock,Screamager,Therapy?,0.455,0.894,0.182,0.000236,0.131,0.674,-6.226,0.09,176.578
5SOI4RfSy23OQlXRTAtcL0,alt-rock,Chloe Dancer/Crown Of Thorns,Mother Love Bone,0.267,0.362,0.353,0.0894,3.38e-05,0.114,-13.502,0.031,141.285
7rBMZvgeWnOTHWUh3Pvw51,alt-rock,Pretty Baby,Brendan Benson,0.512,0.439,0.566,0.118,0.531,0.107,-13.04,0.0361,144.123
4Ze0s4HrArYiz2P6l8qqxh,alt-rock,How Soon Is Now?,Various Artists,0.832,0.805,0.406,0.00223,0.139,0.0867,-13.317,0.0463,190.326
0Nmu7zxpMYNJ3N9YDY6VEN,alt-rock,I Wanna Take You Home,Nada Surf,0.45,0.788,0.421,0.000236,0.000151,0.174,-7.121,0.0298,101.971
0cTJ3r2rK5XgHdndYHwLzn,alt-rock,New Fang,Them Crooked Vultures,0.741,0.962,0.276,9.76e-06,0.000366,0.0327,-3.797,0.0629,189.898
7aPJPm0yFfRrTuBw05qVE3,alt-rock,"It's Alright, It's OK",Primal Scream,0.546,0.973,0.547,0.185,1.15e-05,0.245,-4.595,0.0614,88.105
78CA8f1v6YNddjyXzizA7h,alt-rock,Sucked Out,Superdrag,0.743,0.767,0.403,0.0366,0.0,0.318,-6.743,0.0431,125.469
4YN94yxYWFfhk9YbmOIqR4,alt-rock,Happy Idiot,TV On The Radio,0.863,0.948,0.617,0.00226,0.00221,0.0755,-4.236,0.0621,139.996
2kpJe1g0LjwxNPlxvDcBLf,alt-rock,Walk,Foo Fighters,0.194,0.865,0.234,3.62e-05,0.000532,0.289,-5.131,0.0516,137.107
76Je5Wklky23mVoxiRszcN,alt-rock,Now It's On,Grandaddy,0.375,0.596,0.619,0.0119,0.000784,0.166,-8.827,0.0291,128.279
4v1ETu9iDDUZzNzRgM3hcR,alt-rock,Andrew in Drag,The Magnetic Fields,0.449,0.725,0.675,0.46,0.00091,0.333,-6.282,0.0298,119.973
5mZrhh1eP7YJpdMyOogroU,alt-rock,Take The Skinheads Bowling,Camper Van Beethoven,0.745,0.863,0.436,0.205,8.96e-05,0.113,-11.51,0.0361,145.817
0dADgSWy2Q72BhpR6qLdkW,alt-rock,All I Want,Toad The Wet Sprocket,0.622,0.811,0.6,0.0558,6.82e-06,0.109,-7.693,0.0788,124.303
2GHYJ0dhVds3PODKnTdiGE,alt-rock,Lazy Eye,Silversun Pickups,0.333,0.809,0.629,0.0438,0.714,0.115,-4.886,0.0466,127.401
3RsjkOS5Dou8j3AM9ssgpy,alt-rock,Invisible,Dismemberment Plan,0.292,0.904,0.51,0.0774,0.000117,0.191,-5.79,0.0975,136.453
0wEAdo7Vmf9SqE4UMygI1m,alt-rock,Girls & Boys,Various Artists,0.891,0.943,0.649,0.027,0.0,0.618,-7.412,0.0551,124.077
4aVICXthzqhJ0oaExmwHNJ,alt-rock,Marquee Moon - 2003 Remaster,Television,0.737,0.657,0.494,0.0632,0.449,0.0849,-7.543,0.0397,118.194
7KCB9JMl1tSSGGPeNtGdpO,alternative,Closer To The Edge,Thirty Seconds To Mars,0.102,0.948,0.502,0.0101,4.49e-06,0.0809,-3.717,0.12,139.979
0UZwcRQAk4QR09HtGRZhYC,alternative,Lifestyles of the Rich & Famous,Good Charlotte,0.609,0.93,0.62,0.00043,0.0,0.0686,-3.685,0.0374,106.22
2g2a5kDeZexbUTD8abcvm6,alternative,Linger,The Cranberries,0.204,0.434,0.439,0.0783,4.87e-05,0.14,-14.918,0.0265,94.845
0gEyKnHvgkrkBM6fbeHdwK,alternative,The Wire,HAIM,0.525,0.635,0.547,0.0127,5.01e-06,0.0585,-5.569,0.137,113.678
6golelYKuy85o3u0cxIxFK,alternative,Payphone,Maroon 5,0.556,0.744,0.738,0.0222,0.0,0.331,-4.757,0.042,110.0
5IWmU2PNimgYuTLddU2DRo,alternative,1979 - Remastered 2012,The Smashing Pumpkins,0.964,0.787,0.767,0.0163,0.583,0.0513,-9.897,0.0331,126.879
3Y8Ff1nH44jFywAtpgmleZ,alternative,Atlas - From “The Hunger Games: Catching Fire”/Soundtrack,Coldplay,0.121,0.433,0.284,0.681,0.677,0.105,-7.73,0.0292,136.37
5pRvd7BtQZ42S9zegc0nOa,alternative,Down,311,0.578,0.935,0.44,0.000165,1.77e-06,0.32,-6.304,0.0692,175.253
1zBFEYEwHKCahttaE2mhg7,alternative,VCR,The xx,0.481,0.482,0.755,0.891,0.818,0.1,-12.729,0.03,109.354
6DXFVsLcEvOTSrkG9G1Cb1,alternative,Riptide,Vance Joy,0.51,0.731,0.484,0.431,0.0,0.151,-6.694,0.0379,101.654
5wHNRDvNDTvAvNUllq5v7R,alternative,Hey There Delilah,Plain White T's,0.321,0.376,0.51,0.865,0.000121,0.113,-10.995,0.0307,103.851
0xM88xobymkMgg46MStfnV,alternative,Stay Useless,Cloud Nothings,0.631,0.92,0.225,0.00756,2.52e-05,0.304,-5.751,0.0832,168.749
4ebz0AQonOk427qxoDAHyH,alternative,I Don't Care,Fall Out Boy,0.516,0.923,0.532,0.0018,1.29e-05,0.339,-3.837,0.058,133.976
73rXtIItWU8symwYF0bEB8,alternative,Aberdeen,Cage The Elephant,0.213,0.972,0.154,0.000913,0.247,0.368,-3.626,0.111,205.467
6GWS0Nb3ybf3tQXZ0FlfZf,alternative,If We're Still Alive,Slow Club,0.442,0.724,0.403,0.00158,0.00564,0.0764,-5.51,0.0555,140.362
4fqWHKSNpJHq4mPJ1imr02,alternative,Youth of the Nation,P.O.D.,0.517,0.86,0.563,0.00834,0.0106,0.39,-7.533,0.0621,97.867
0UrWr7Jnu1heq1o99ZwUd0,alternative,Tessellate,alt-J,0.436,0.607,0.702,0.364,0.0271,0.123,-6.509,0.0405,116.969
1o22EcqsCANhwYdaNOSdwS,alternative,Never Too Late,Three Days Grace,0.217,0.778,0.433,0.00838,0.0,0.163,-4.68,0.0371,149.864
3HE50TVRquwXe9yv2HFoNL,alternative,Cosmic Love,Florence + The Machine,0.0827,0.803,0.524,0.145,0.000191,0.115,-5.56,0.0366,140.003
0CSTvWUps1YmpQoXXay9ol,alternative,Blue Jeans,Lana Del Rey,0.488,0.837,0.558,0.418,0.0,0.0821,-4.405,0.0633,117.963
7K2vo9oSUzFgmtIXNYegzP,alternative,Amber,311,0.748,0.727,0.659,0.119,0.00427,0.1,-8.638,0.0455,166.163
51UtgWS4z1eMPuLQOzPtNH,alternative,Love Love Love,Of Monsters and Men,0.16,0.367,0.324,0.806,8.98e-05,0.0836,-9.814,0.0377,110.947
3o1cohFfwd57rAvrbyVE5e,alternative,The Noose of Jah City,King Krule,0.0368,0.509,0.581,0.813,0.0127,0.0874,-8.999,0.0338,109.0
0wcImcUemunoyKSXn6qqFj,alternative,Hanging By A Moment,Lifehouse,0.435,0.864,0.541,0.00118,0.0,0.0896,-4.915,0.0357,124.557
0wqOReZDnrefefEsrIGeR4,alternative,Smells Like Teen Spirit,Nirvana,0.826,0.875,0.48,1.62e-05,0.000751,0.103,-5.898,0.0429,116.754
4hy4fb5D1KL50b3sng9cjw,alternative,House of Gold,Twenty One Pilots,0.851,0.693,0.68,0.445,0.0,0.208,-7.234,0.0435,114.948
36tghkPg1AO4HsAzo6YpPp,alternative,Home,Phillip Phillips,0.293,0.792,0.592,0.0215,0.0,0.159,-5.884,0.0335,121.001
0Zbm5CKG9HHT9bwgvFc0qI,alternative,Shadow of the Day,Linkin Park,0.0641,0.393,0.534,0.00479,0.0107,0.107,-7.813,0.0292,110.007
0OYcEfskah1egYHjYRvbg1,alternative,Scar Tissue,Red Hot Chili Peppers,0.547,0.717,0.437,0.0779,0.00274,0.108,-4.803,0.039,178.085
2QOMGq8wVTZbLmh7McrvgF,alternative,Go With The Flow,Queens of the Stone Age,0.415,0.991,0.246,0.00944,0.0753,0.867,-3.903,0.087,159.39
0wzRcekWyVCSyPtlPOeJau,alternative,Cardiac Arrest,Bad Suns,0.751,0.88,0.616,0.0521,0.000717,0.0539,-3.59,0.042,94.011
3pxDFUN3LrSGq6RrUKHtaG,alternative,Talk,Coldplay,0.163,0.554,0.415,0.00541,0.00202,0.155,-10.839,0.0334,120.318
4wzt5Rrk3W98pHXAqutuJw,alternative,Dig,Incubus,0.463,0.895,0.45,0.0293,0.0,0.116,-4.739,0.0386,77.577
5wvYib82q05wiNjLElD8GJ,alternative,Mountain Sound,Of Monsters and Men,0.37,0.879,0.379,0.0421,0.00449,0.146,-4.336,0.0362,102.021
60ZGteAEtPCnGE6zevgUcd,alternative,Wait for Me,Kings of Leon,0.308,0.624,0.488,0.0263,0.00223,0.122,-8.357,0.0329,116.723
2nO1DYEg1X5GHi8SSuNJQj,alternative,Everything in Its Right Place,Radiohead,0.0623,0.462,0.293,0.699,0.0444,0.0954,-11.412,0.0453,124.004
31DVVa40JpTudyGDNC1ROW,alternative,Under the Bridge,Red Hot Chili Peppers,0.513,0.49,0.554,0.0168,0.000534,0.136,-8.046,0.0457,84.275
23NPGXlSaIqWzvxIRhM2oG,alternative,My Fault,Imagine Dragons,0.519,0.814,0.596,0.113,0.0195,0.112,-6.226,0.0392,108.51
5WZn6AJc3D8xM58UqPlco9,alternative,Blue Cassette,Friendly Fires,0.538,0.937,0.175,0.000337,0.000217,0.207,-5.236,0.358,207.614
1ehPiY9lYnZAA9ogCnBf9G,alternative,Disarm,The Smashing Pumpkins,0.195,0.426,0.515,0.0482,0.737,0.121,-9.267,0.0278,129.3
0Wl42CUb1phIU9O2aR1wXI,alternative,Cousins,Vampire Weekend,0.808,0.809,0.499,0.00123,0.0,0.0707,-5.132,0.206,176.11
1p5fFes80K9IPnZFqNca53,alternative,Sleep Alone,Two Door Cinema Club,0.519,0.755,0.534,0.000102,0.00226,0.0927,-4.943,0.043,148.008
4E5PB55vLwQPIO1OvpU53S,alternative,Na Na Na (Na Na Na Na Na Na Na Na Na) - Single Version,My Chemical Romance,0.725,0.977,0.409,0.000255,0.00345,0.369,-2.64,0.0468,165.986
5FbMKftNTXCKiBYSf0TQrs,alternative,Breezeblocks,alt-J,0.293,0.658,0.615,0.096,0.000911,0.205,-7.299,0.0343,150.093
3n69hLUdIsSa1WlRmjMZlW,alternative,Houdini,Foster The People,0.764,0.908,0.632,0.00762,0.000172,0.167,-3.511,0.0458,110.024
5Fli1xRi01bvCjsZvKWro0,alternative,Stay The Same,Bonobo,0.545,0.557,0.589,0.551,0.151,0.106,-7.493,0.0421,99.987
6vcd0sKmiioXQKbcZPr7gq,ambient,Invisible,Grouper,0.041,0.356,0.389,0.961,0.935,0.118,-13.911,0.0316,85.656
3pegwzmIu6j8rWq6G7z8Np,ambient,Fromme,Loscil,0.232,0.407,0.164,0.848,0.767,0.404,-25.904,0.0632,100.003
5Jh2I2mcYTvTse5THWSKq3,ambient,Dive (Keep Shelly in Athens Remix),Tycho,0.0915,0.459,0.184,0.366,0.966,0.164,-11.652,0.0479,41.497
53AVO74VO9jHqRcMgaLzpM,ambient,Papua New Guinea,The Future Sound Of London,0.371,0.575,0.55,0.00163,0.68,0.133,-14.882,0.0446,124.87
1r1OeKQ1y7Q20A6ekUXtYq,ambient,Central Plain,Carbon Based Lifeforms,0.264,0.555,0.415,0.659,0.962,0.0863,-14.565,0.0439,179.924
454PvA7LkC77oZRwPqcdP6,ambient,Sea,Patrick O'Hearn,0.0361,0.0942,0.0602,0.889,0.806,0.0783,-22.041,0.0437,63.052
2pN0C4dICHk5z2KRS3c66l,ambient,Come Home,Hecq,0.0359,0.447,0.101,0.932,0.954,0.642,-17.367,0.0619,89.998
338gVNQ6VrY846H6pfy83N,ambient,Unity,Bvdub,0.0377,0.6,0.075,0.311,0.982,0.101,-14.994,0.0512,200.024
4HkJr31bgEdCtEHpasC7Jz,ambient,Reactor,Brian Eno,0.058,0.672,0.291,0.0396,0.417,0.155,-13.023,0.0398,169.18
5TVqPdNpDVk0g8rv5Fxj5B,ambient,Facing East,Thievery Corporation,0.549,0.954,0.696,0.105,0.841,0.111,-4.641,0.0369,99.01
5loRrMg0iqxgIhDdmMqJyv,ambient,Amateur Cartography,Obfusc,0.0372,0.347,0.357,0.915,0.867,0.0803,-15.774,0.0344,179.976
4zcgiC2Vw4su0U6QOCGCMO,ambient,Everything You Do Is A Balloon,Boards of Canada,0.0875,0.385,0.54,0.105,0.916,0.101,-13.819,0.0435,91.041
4OO2lavE7yz5Ane6fEYXp3,ambient,A Lovely Place to Be,Patrick O'Hearn,0.0342,0.012,0.0992,0.977,0.963,0.0972,-29.215,0.0407,89.717
7ocJPvoS4xnFcaFc4B3AJj,ambient,Events In Dense Fog - 2005 Digital Remaster,Brian Eno,0.0258,0.064,0.224,0.91,0.928,0.159,-26.176,0.0394,137.044
1LGYkFYAII9kPkh98W08QU,ambient,Euphotic,Carbon Based Lifeforms,0.0395,0.292,0.223,0.0178,0.782,0.111,-14.375,0.0366,89.855
1KD3CHWZWJfRVVrS5JQgH8,ambient,At First Touch,The Sight Below,0.603,0.16,0.645,0.763,0.908,0.105,-23.664,0.073,127.001
7g3bsmAi5FCf68xWXWtzeh,ambient,Roygbiv,Various Artists,0.171,0.617,0.66,0.023,0.944,0.135,-8.442,0.0567,84.03
3uS2P07FDjhm1GlXKWKilM,ambient,West,Hammock,0.0337,0.301,0.103,0.738,0.78,0.111,-14.999,0.039,87.467
6iY6xcbVExYhCU0FkEjiaJ,ambient,Tear-blind Eyes,Various Artists,0.0371,0.0772,0.399,0.386,0.73,0.104,-18.873,0.046,179.76
7ixlvVphewtUP008zLJLJY,ambient,Chinook,Loscil,0.0745,0.275,0.671,0.901,0.922,0.107,-15.999,0.0325,115.987
19Xl5k0LW5sIiaEQqdho8h,ambient,Molfsee,Ulrich Schnauss,0.0371,0.441,0.488,0.0436,0.819,0.707,-10.912,0.0291,193.829
482t4okqDZMDjKr900Mdfq,ambient,Star 6 & 7 8 9,The Orb,0.872,0.389,0.495,0.132,0.00352,0.0339,-24.151,0.0333,98.048
2rptpw6hQQ8YewzB2hKOrj,ambient,Paleosonic,Brian Eno,0.513,0.636,0.67,0.0812,0.804,0.0919,-8.853,0.0666,89.959
3FbrNWkqsvfNcpOzA5INly,ambient,In The Waiting Line,Zero 7,0.378,0.33,0.561,0.76,0.134,0.106,-13.51,0.0268,79.01
57kozn0j4DL3toKrqKQY0U,ambient,Glory Box,Portishead,0.223,0.417,0.494,0.182,0.494,0.0708,-10.013,0.0361,119.857
68oUQRwGJGExtkpaSvSbgb,ambient,School Of Fish,Pete Namlook,0.389,0.421,0.357,0.911,0.801,0.116,-17.358,0.0444,117.883
6vcGfhUigAp0sXzBUeLfNM,ambient,Together We Will Live Forever,Clint Mansell,0.2,0.0176,0.483,0.994,0.928,0.0912,-25.501,0.052,76.384
2pr6us08iPNzIex5q6fMvI,ambient,Warmed By the Drift,Biosphere,0.115,0.197,0.156,0.119,0.835,0.125,-19.696,0.0347,78.354
5hfG9ztj7AMC4hv1z2CYXK,ambient,Sinking Inside Yourself,Hammock,0.141,0.473,0.229,0.131,0.746,0.307,-11.956,0.0404,119.835
2gDmEAdcyfpcPYNIsZFewE,ambient,Down 3,Stars Of The Lid,0.0387,0.0112,0.14,0.723,0.398,0.268,-33.885,0.048,75.058
0Fz2B1uU3jAEo9rHIMcjtR,ambient,Kong,Bonobo,0.674,0.749,0.542,0.173,0.942,0.315,-8.333,0.0277,94.031
